mid,sum
846,To Gillian on Her 37th Birthday is about a heartfelt drama.
847,"""Looking for Richard"" explores Shakespeare's play Richard III, delving into the complexities of the language and the challenges of staging it."
848,"Murder, My Sweet is about a detective's involvement in a perplexing web of murder and deception."
849,Days of Thunder is about a talented race car driver who faces challenges and competition as he joins a prestigious NASCAR team.
850,A Perfect Candidate is a political documentary.
851,"Two or Three Things I Know About Her is a 1966 film that delves into the complexities of a woman's life as a wife, mother, and prostitute, exploring identity, consumerism, and the alienation of urban living."
852,"""Bloody Child, The"" (1996) is a chilling psychological thriller set in a small town, where the discovery of a murdered classmate's corpse unveils dark secrets and exposes the true nature of its residents."
853,Braindead is a horror comedy film directed by Peter Jackson.
854,Bad Taste is a sci-fi comedy film.
855,Diva is about a mail courier caught in a perilous plot while he records an opera performance.
856,"""Night on Earth"" is a film set during one night, portraying multiple taxi cab rides in different cities."
858,"Amityville: Dollhouse is about a family that moves into the infamous Amityville house and discovers a sinister dollhouse connected to its dark past, unleashing a malevolent force that terrorizes them."
859,"April Fool's Day is about a group of friends who gather on an island and are targeted by a killer, leading to a suspenseful and twist-filled plot."
860,The Believers is a mysterious movie.
863,"Garden of Finzi-Contini is about an affluent Jewish family in Fascist Italy, exploring themes of love, friendship, and the impact of anti-Semitism."
864,My Fellow Americans is a comedy film.
865,"The Ice Storm is about suburban families facing disconnection, infidelity, and sexual awakening during Thanksgiving in 1973."
867,"The Whole Wide World is about an unconventional friendship between pulp fiction writer Robert E. Howard and schoolteacher Novalyne Price, exploring their deep relationship amidst challenges caused by Robert's eccentricities and dedication to writing."
868,Hearts and Minds is about the Vietnam War's lasting effects on soldiers and the Vietnamese people.
871,Vegas Vacation is about the Griswold family's hilarious trip to Las Vegas.
873,Picture Perfect is a romantic comedy film.
874,"Career Girls is about two friends reflecting on their past and present lives, exploring friendship, ambition, and choices."
875,She's So Lovely is a drama film.
876,Money Talks is an action-comedy film.
877,Excess Baggage is a 1997 film.
878,That Darn Cat! is a 1997 comedy film.
879,The Peacemaker is an action thriller film.
881,Money Talks is an action-comedy film.
884,Year of the Horse is a documentary about a specific year in contemporary music.
885,Phantoms is about supernatural horrors.
886,"A Life Less Ordinary is about a janitor who joins forces with an angel to get a job and win the heart of his dream girl, leading to a series of unpredictable events."
887,Eve's Bayou is about a young girl in Louisiana uncovering dark family secrets and navigating through complex relationships.
888,One Night Stand is a drama film.
890,Mortal Kombat: Annihilation is a fantasy action film.
891,"""Bent"" follows Max, a gay man in Nazi Germany, who is sent to a concentration camp. There, he forms a forbidden love with another prisoner, Horst, and discovers his inner strength in the face of extreme cruelty."
894,Home Alone 3 is a comedic film.
895,"Scream 2 is about a group of friends being targeted by a new Ghostface killer, leading them to uncover the killer's identity in a series of suspenseful twists."
896,"The Sweet Hereafter is about a lawyer trying to convince grieving families to sue a school board after a tragic bus accident that devastated a small town, exploring themes of grief, guilt, and redemption."
897,Time Tracers is a science fiction film.
898,"The Postman is about a drifter who becomes a postman in a post-apocalyptic America, spreading hope through delivering letters, but facing danger as a symbol of rebellion."
899,The Winter Guest is about a mother and daughter navigating their relationship in a snowy Scottish town.
900,"""Kundun"" is about the 14th Dalai Lama's journey as the spiritual leader of Tibet, his struggles against Chinese occupation, and his fight to preserve Tibetan culture."
901,"Mr. Magoo is about a nearsighted man getting involved in a jewel heist, leading to comedic misadventures and mistaken identities."
904,"""Ma vie en rose"" is about a young boy named Ludovic who identifies as a girl, and the challenges he faces with his gender identity."
905,Great Expectations is a movie about high hopes and aspirations.
907,Vermin is a 1998 film.
908,"Half Baked is about four friends who sell marijuana after accidentally killing a police horse, exploring the drug trade with humor and eccentric characters."
909,"Dangerous Beauty is about Veronica, a woman in 16th century Venice, who becomes a courtesan to challenge societal norms and finds herself torn between love and duty."
910,Nil By Mouth is a drama film.
911,Twilight is a drama film.
912,U.S. Marshals is an action-thriller film.
913,Love and Death on Long Island is a drama film.
914,Wild Things is a thriller film.
915,Primary Colors is a political movie.
916,Lost in Space is about a science fiction journey.
917,"""Mercury Rising"" is about a 1998 movie."
240,"Beavis and Butt-head Do America is about two dim-witted teenagers on a cross-country journey to find their stolen TV, getting entangled in a plot involving a stolen biological weapon."
628,Sleepers is a crime drama film.
919,City of Lost Children is a movie.
920,"""Two Bits"" is about a young boy's journey towards adulthood during the Great Depression, where he learns important life lessons."
921,Farewell My Concubine is a drama film.
922,"Dead Man is about a man named William Blake who embarks on a perilous journey in the American wilderness while being pursued by hired killers, encountering eccentric characters and confronting existential questions."
923,"""Raise the Red Lantern"" is about a young woman who becomes a concubine, entering a world of control and power struggles."
220,"""Mirror Has Two Faces"" is a romantic comedy movie."
278,Bed of Roses is a love story.
308,FairyTale: A True Story is about a captivating and enchanting true story.
323,Dante's Peak is an action-packed thriller.
676,The Crucible is about the Salem witch trials and the devastating impact of unchecked accusations in a Puritan community.
742,"Ransom is about a rich father who takes matters into his own hands to rescue his kidnapped son, leading to a thrilling cat-and-mouse game."
845,That Thing You Do! is a 1996 film about an eventful journey of a band's rise to fame.
866,Michael is about an enigmatic character named Michael.
925,Unforgettable is a thrilling suspense movie released in 1996.
926,Down Periscope is about a naval officer who commands a rundown submarine to prove its worth in a war game exercise.
927,"""Flower of My Secret"" is about a romance novelist facing personal and professional struggles, using a pseudonym to explore deeper themes and finding self-discovery through self-expression."
928,The Craft is about teenage girls practicing witchcraft with dark consequences.
929,"Harriet the Spy is about an aspiring young writer who spies on her friends and neighbors, but faces challenges when her notebook is discovered, testing her friendships."
930,Chain Reaction is a 1996 movie.
931,Island of Dr. Moreau is a mysterious film released in 1996.
933,"Funeral, The is about three brothers facing crime and violence during their youngest sibling's funeral, challenging their loyalty and justice."
934,"""Preacher's Wife"" is about a struggling preacher who receives guidance from an angel, leading him to rediscover faith and the true meaning of Christmas."
936,"""Brassed Off"" is about a Yorkshire mining community finding solace and hope through a brass band as they face the closure of their coal mine."
937,"A Thousand Acres is about a family torn apart by secrets, betrayal, and the struggle for control over their farmland."
642,The Grifters is about the intricate lives of three con artists as they maneuver through a world filled with betrayal and deception.
939,Murder in the First is a crime drama film.
940,"""Airheads"" is a comedy film."
941,With Honors is a drama film.
942,"""What's Love Got to Do with It"" is a musical drama about a woman's struggle for freedom and self-empowerment."
945,Charade is about a romantic comedy mystery.
946,The Fox and the Hound is an animated drama movie.
947,The Big Blue is about the intense rivalry and friendship of two champion free divers and their deep connection with the ocean.
387,Age of Innocence is about high society individuals navigating desires and societal conventions in 19th-century New York.
609,Father of the Bride is about a father coping with his daughter's upcoming wedding.
724,Circle of Friends is a friendship-based movie.
735,Philadelphia is about a lawyer with HIV who fights against discrimination.
778,"Don Juan DeMarco is about a young man who believes he is the world's greatest lover, blurring the line between reality and fantasy."
952,Blue in the Face is a 1995 movie.
955,"""Before Sunrise"" is about an American and a French woman who meet by chance and spend a day falling in love in Vienna."
956,"""Nobody's Fool"" is a drama film."
958,To Live is about a Chinese family enduring political and personal challenges during a transformative period in Chinese history.
960,Naked is a drama film.
962,Ruby in Paradise is about a young woman finding herself in Florida through a new job and relationships.
963,Some Folks Call It a Sling Blade is a 1993 movie.
965,Funny Face is about a young woman's journey into the world of fashion and her struggle to balance love and intellectual pursuits.
966,"An Affair to Remember is about star-crossed lovers who meet on a ship, get separated, and reunite years later to rekindle their love."
971,"Mediterraneo is about Italian soldiers stranded on a Greek island during WWII and their relationships with locals, showcasing the contrast between war and peace."
281,"The River Wild is about a family held hostage on a white-water rafting trip, fighting to survive and outwit their captors."
298,Face/Off is an action thriller film.
619,"Extreme Measures is about a doctor's investigation into a medical conspiracy, forcing him to confront ethical dilemmas and question the value of human life."
678,"""Volcano"" is about the eruption of a volcano in Los Angeles and the efforts to save the city from destruction."
769,Congo is about an expedition team's perilous search for a treasure in the African jungle.
872,Love Jones is about a romantic drama.
976,Solo is a 1996 movie.
977,The Substitute is about a mercenary who becomes a teacher in a dangerous high school.
978,Heaven's Prisoners is a mystery film.
979,"The Trigger Effect is about the societal breakdown during a power outage, revealing people's true nature and the fragility of civilization."
980,Mother Night is a 1996 movie.
981,"Dangerous Ground is about a man returning to South Africa, where he becomes involved in a dangerous world of crime and corruption."
982,Maximum Risk is an action thriller film.
983,The Rich Man's Wife is about a woman caught in a dangerous web of deception and betrayal.
984,Shadow Conspiracy is a political thriller film.
985,Blood & Wine is a crime thriller film.
986,Turbulence is a thriller released in 1997.
988,The Beautician and the Beast is about a beautician tutoring a dictator's children.
990,Anna Karenina is a classic movie adaptation released in 1997.
991,Keys to Tulsa is a movie about undisclosed events in Tulsa.
992,Head Above Water is a thrilling film.
993,Hercules is about an animated musical fantasy.
994,Last Time I Committed Suicide is a 1997 film.
995,"Kiss Me, Guido is a comedy film."
2,GoldenEye is about James Bond’s mission to recover a stolen weapon and prevent a global disaster.
648,"""Quiet Man, The"" is about an Irish-American boxer returning to his ancestral homeland, facing love and tradition."
840,Last Man Standing is about a drifter caught in a violent gang war during Prohibition.
862,Jingle All the Way is about a comedy film.
932,First Kid is a 1996 movie.
948,Booty Call is a comedy film.
996,The Big Green is a sports comedy film.
997,Stuart Saves His Family is about a well-meaning character's mission to save his dysfunctional family through self-improvement and forgiveness.
998,"Cabin Boy is about a spoiled young man who goes on a fishing ship journey, challenging his sheltered worldview and experiencing a transformative coming-of-age."
999,Clean Slate is about a detective with memory loss solving a murder case.
1001,"The Stupids is about the clueless Stupid family's comical investigation into their missing trash, leading to absurd situations and encounters with quirky characters."
1002,"Pest, The (1997) is about a fast-talking scam artist named Pestario ""Pest"" Vargas, who must outwit a wealthy man to save his own life."
1003,That Darn Cat! is a comedy film.
171,Delicatessen is about a post-apocalyptic apartment building where the residents navigate a darkly comedic world of human meat and romance.
961,"Orlando is about a nobleman's extraordinary journey through time, experiencing a transformation from man to woman, challenging societal norms and exploring the complexity of human identity."
1007,"""Waiting for Guffman"" is about quirky residents of Blaine, Missouri, preparing for a theater production and the arrival of a famous Broadway producer."
968,"""The Inspector General"" is about a traveler mistaken for a corrupt inspector, leading to chaotic comedic events."
122,"The Cable Guy is about a socially awkward cable guy who becomes obsessed with a customer, leading to a dark and comedic twist."
831,Escape from L.A. is a science fiction action film.
1009,Stealing Beauty is a coming-of-age drama.
1010,"Basquiat is about the life and career of Jean-Michel Basquiat, a graffiti artist who rose to fame in 1980s NYC art scene, capturing his unique style and struggles with addiction and racial identity."
1012,"Private Parts is about Howard Stern's rise as a controversial radio personality, showcasing his unorthodox style and the challenges he faced in the media industry."
1013,Anaconda is a survival horror film.
1017,"Trees Lounge is about a middle-aged man named Tommy who seeks solace in a local bar while facing unemployment, failed relationships, and alcoholism."
322,"Murder at 1600 is about a detective and a Secret Service agent investigating a murder at the White House, uncovering a conspiracy involving top officials."
1019,"""Die xue shuang xiong"" (Killer, The) is an action crime thriller film."
892,"Flubber is about a professor who invents a transformative substance called ""Flubber"", leading to comedic chaos and heartfelt moments."
611,"Laura is about a captivating murder investigation, entangling characters in deceit, romance, and unexpected twists."
1022,"Fast, Cheap & Out of Control is a documentary that explores the lives and professions of individuals with unconventional occupations, such as a lion tamer, topiary gardener, mole rat specialist, and robot scientist. It raises questions about human existence and the connections between seemingly unrelated pursuits."
1016,Con Air is about an action thriller.
1024,Mrs. Dalloway is about a high-society woman in post-war London who reflects on her past while organizing a party.
1026,Lay of the Land is a thought-provoking drama.
627,Robin Hood: Prince of Thieves is about Robin Hood defending Nottinghamshire from a corrupt sheriff.
673,"Cape Fear is about a lawyer and his family being targeted by a vengeful rapist, leading to a battle for survival."
1014,Romy and Michele's High School Reunion is a comedic film about a high school reunion.
1028,Grumpier Old Men is a comedy film.
1029,Jury Duty is a comedy film.
1030,Beverly Hillbillies is about a rural family who becomes rich from oil and faces humorous challenges while adjusting to the affluent lifestyle in Beverly Hills.
1031,Lassie is a beloved family film.
1032,Little Big League is about a young boy who becomes the manager of a baseball team.
1033,Homeward Bound II: Lost in San Francisco is about pets' adventurous quest to reunite with their owners in busy San Francisco.
1034,"The Quest is about a street fighter who competes in a deadly underground tournament, aiming to uncover the truth and win the ultimate prize."
1035,"Cool Runnings is about a Jamaican bobsled team challenging the odds to compete in the Winter Olympics, teaching important life lessons along the way."
1036,"""Drop Dead Fred"" is a comedy film about amusing misadventures."
1037,Grease 2 is a musical film set in 1982.
337,"House of Yes is about a dysfunctional family, their dark secrets, and the blurred line between love and possessiveness."
1038,Switchback is a mystery thriller.
969,"Winnie the Pooh and the Blustery Day is a heartwarming animated film about the beloved characters from A.A. Milne's classic stories, as they brave unpredictable weather and funny mishaps."
54,"""Outbreak"" is about a deadly virus outbreak in a small town and the urgent race to contain it."
73,"Maverick is about a charming gambler aiming to join a high-stakes poker game, facing comedic and dangerous situations."
468,"Rudy is about a small-town boy's relentless pursuit of his football dreams, overcoming obstacles and doubters to play for Notre Dame."
658,Pump Up the Volume is about a drama unfolding in 1990.
755,"Jumanji is about a dangerous board game that turns real, trapping players until it is completed."
781,French Kiss is a romantic comedy film.
785,Only You is a romantic comedy film.
953,Unstrung Heroes is a 1995 movie.
1041,"Forget Paris is a love story that unfolds during a funeral in Paris, testing a couple's enduring long-distance relationship."
1043,Rent-a-Kid is a 1995 movie.
1044,"""The Paper"" is a drama film."
1045,"""Fearless"" is about a man who survives a plane crash and becomes fearless, leading to a journey of self-discovery and personal growth."
1047,Multiplicity is a comedy film.
1048,She's the One is a movie released in 1996.
1051,"""The Associate"" is a movie released in 1996."
26,"The Brothers McMullen is about three Irish-American brothers from Long Island, navigating relationships, family dynamics, and personal aspirations."
944,Renaissance Man is a movie released in 1994.
1052,Dracula: Dead and Loving It is a comedy film.
1055,A Simple Twist of Fate is a movie released in 1994.
1057,The Pallbearer is a movie from 1996.
147,"""The Long Kiss Goodnight"" is an action thriller."
412,"""A Very Brady Sequel"" is about the Brady family who faces chaos when a woman claiming to be their mother's first wife appears."
1058,The War is a movie released in 1994.
1059,"""Don't Be a Menace to South Central While Drinking Your Juice in the Hood"" is a comedic film from 1996."
1064,"""Crossfire"" is about a murder investigation in post-WWII America, highlighting bigotry and intolerance."
1065,"Koyaanisqatsi is about the correlation between nature, technology, and humanity, presented through captivating visuals and a wordless narrative, challenging viewers to contemplate the effects of civilization."
38,The Net is about a computer programmer who gets caught in a web of cyber conspiracy and must clear her name.
640,"""Cook the Thief His Wife & Her Lover"" is about a wealthy restaurant owner, his neglected wife, and her secret lover, exploring love, betrayal, power, and societal expectations."
721,Mallrats is about a group of people in a mall.
725,Exit to Eden is about detectives investigating diamond theft at a hedonistic resort.
821,Mrs. Winterbourne is a film directed by Richard Benjamin.
1018,Tie Me Up! Tie Me Down! is a Spanish film directed by Pedro Almodóvar.
1021,"8 1/2 is about a director's creative and personal struggles, exploring themes of artistic crisis and the blurred lines between reality and fantasy."
1066,Balto is an inspiring animated film about a sled dog who leads a team on a dangerous journey to deliver life-saving medicine during a diphtheria outbreak.
1072,"Pyromaniac's Love Story is about a small-town pyromaniac named Sergio who falls in love with a girl named Hattie, but their relationship is threatened by his dangerous obsession with fire."
1073,"Shallow Grave is about three friends entangled in greed and betrayal after finding a large sum of money, leading to a descent into paranoia and violence."
1074,"Reality Bites is about the lives of young adults as they navigate adulthood, exploring themes of love, friendship, and career choices in the 1990s."
1075,"Man of No Importance is about an ambitious bus conductor in 1960s Dublin who battles against challenges to stage a play in his local church, delving into personal conflicts and societal norms."
1076,The Pagemaster is about a boy's animated journey through books to find his way home.
1077,Love and a .45 is about an adrenaline-filled journey.
1078,Oliver & Company is an animated musical film from 1988.
1079,Joe's Apartment is a comedy film.
1080,Celestial Clockwork is a 1994 movie.
1083,"""Albino Alligator"" is about three criminals trapped in a New Orleans bar after a failed robbery, struggling to escape while facing the police and bar patrons."
1008,"I Shot Andy Warhol is about Valerie Solanas' attempt to assassinate Andy Warhol, exploring gender, power, and creativity."
1011,2 Days in the Valley is about crime and comedy over two days.
1085,Carried Away is a drama film.
1087,Bloodsport 2 is a movie released in 1995.
829,Fled is an action thriller film.
232,"Young Guns is about Billy the Kid and his gang of outlaws as they face challenges in the Old West, emphasizing friendship, loyalty, and rebellion."
373,"""Judge Dredd"" is about a law enforcement officer falsely accused of a crime, who battles corruption in a dystopian city."
426,Transformers: The Movie is an animated sci-fi film released in 1986.
715,"To Die For is about an ambitious woman who manipulates three men in her pursuit of fame, delving into the dark side of obsession and the blurred line between reality and fiction."
1091,Pete's Dragon is a magical family musical.
1094,A Thin Line Between Love and Hate is about a womanizer who learns the dangerous consequences of playing with emotions.
1095,High School High is a comedy film.
20,Angels and Insects is about mysterious events unfolding in Victorian England.
730,"Queen Margot is about the political and religious conflicts in 16th century France, focusing on the life of Marguerite de Valois during the St. Bartholomew's Day Massacre."
950,"""Georgia"" is about two sisters, Sadie and Georgia, pursuing different paths in the music industry, exploring their complex relationship and the challenges they face in their careers."
1006,"Until the End of the World is about a woman's global journey in search of mysterious technology, exploring themes of love, identity, and the impact of media and technology on society."
1063,Little Princess is about a girl named Sara who uses her imagination to overcome challenges at a boarding school while her father is at war.
1069,"""Amateur"" is about an ex-porn star with amnesia who uncovers a conspiracy with a young woman."
1070,"Living in Oblivion is about the struggles and absurdities of filmmaking, offering a humorous and realistic portrayal of a director's challenges."
1084,"Anne Frank Remembered is a documentary exploring the life and legacy of Anne Frank, a Jewish girl who hid during the Holocaust, offering insight into her experiences and the broader historical context."
1089,Speed 2: Cruise Control is an action thriller film.
1097,Hate is a film directed by Mathieu Kassovitz.
1100,"What Happened Was... delves into the complex dynamics of a co-worker relationship over a single evening, offering a raw and intimate portrayal of human emotions in a confined apartment."
1101,"Six Degrees of Separation is about a con artist who pretends to be Sidney Poitier's son, revealing the complexities of deception and the longing for human connection."
1102,Two Much is a romantic comedy.
1103,Trust is about a troubled teenager forming an unexpected bond with a middle-aged man.
1104,C'est arrivé près de chez vous (1992) is a Belgian mockumentary black comedy.
1105,Firestorm is about thrilling action.
1106,"""Newton Boys, The"" is about a group of boys in 1998."
30,Belle de jour is a French drama film.
702,Barcelona is a film set in 1994.
727,"""Immortal Beloved"" is about Ludwig van Beethoven's enigmatic love life and its influence on his music."
959,Dazed and Confused is about high school students' rebellious last day of school in 1976.
972,Passion Fish is a dramatic film.
975,Fear is a 1996 movie.
1005,"Double Life of Veronique is about two women named Veronique, living in different countries, who share a mysterious connection. The film delves into themes of identity, fate, and interconnectedness through captivating visuals and a haunting soundtrack."
1050,The Ghost and Mrs. Muir is a film.
1093,"Live Nude Girls is about friends reflecting on love, sex, and friendship during a bachelorette party, exploring adult relationships through intimate conversations."
1107,Beyond Rangoon is about a woman who discovers her inner strength amidst political turmoil in Burma.
1110,"Tank Girl is about a rebellious woman named Rebecca, who, in a post-apocalyptic world with scarce water, leads a group to fight against an evil corporation."
1111,"Double Happiness is about a Chinese-Canadian woman named Jade Li who struggles between her family's expectations and her passion for acting, leading her on a path of self-discovery."
1113,Mrs. Parker and the Vicious Circle delves into the fascinating life of writer Dorothy Parker and her influential group of intellectuals in the 1920s.
1114,Faithful is a movie released in 1996.
1117,Surviving Picasso is about the complex life of artist Pablo Picasso and his relationships with women.
1118,"""Up in Smoke"" is a 1978 comedy film."
1119,"Some Kind of Wonderful is about a young artist torn between his best friend and a popular girl, exploring friendship, love, and personal identity."
1120,"""I'm Not Rappaport"" is a drama film."
366,Dangerous Minds is about a teacher who uses unconventional methods to motivate and inspire her students in a troubled inner-city high school.
835,"The Gay Divorcee is about a woman pursuing a new romance after seeking a divorce, exploring love and second chances with charming characters and delightful musical numbers."
1020,Gaslight is about a psychological thriller.
1060,"The Adventures of Pinocchio is about a mischievous puppet on a thrilling journey, facing challenges and discovering the value of friendship and truth."
1122,They Made Me a Criminal (1939) is a crime film.
1123,The Last Time I Saw Paris is a romantic movie released in 1954.
1124,A Farewell to Arms is about a love affair between an American ambulance driver and a British nurse during World War I.
1125,"The Innocents is about a governess who suspects that the children she cares for are possessed, leading to psychological terror and an exploration of sanity."
1126,"The Old Man and the Sea is about an aging fisherman's dangerous quest to catch a massive marlin, highlighting determination and resilience."
697,The Basketball Diaries is a coming-of-age drama.
704,"House of the Spirits is about a prominent Latin American family navigating through political and social changes, exploring love, family, and the endurance of the human spirit."
723,Boys on the Side is a drama film.
827,Daylight is a 1996 movie.
924,White Squall is about a group of young students facing challenges and personal conflicts during an ill-fated voyage on the Albatross ship.
949,How to Make an American Quilt is about an artistic process.
1128,"Heidi Fleiss: Hollywood Madam is about the rise and fall of Heidi Fleiss, a notorious Hollywood madam, and her involvement in the high-end prostitution industry."
1129,"""Chungking Express"" is about love and relationships in Hong Kong, following a lovestruck policeman and a heartbroken drug smuggler as they navigate the fast-paced city."
1130,Jupiter's Wife is a drama film.
1132,Feeling Minnesota is about a complex romantic entanglement in a small town.
1133,"""Escape to Witch Mountain"" follows two extraordinary children pursued by enemies, as they uncover their past and search for a safe haven."
1134,"""Get on the Bus"" is about a group of African-American men on a bus journey to the Million Man March, exploring themes of race and identity."
1135,"""Doors"" is about the rise and fall of rock band The Doors, focusing on frontman Jim Morrison's turbulent life and the band's journey to fame amidst personal challenges."
1137,Beautiful Thing is about a heartwarming drama.
1138,Best Men is a comedy film.
1139,"Hackers is about a group of skilled teenage computer hackers who uncover a global conspiracy, facing danger as they try to expose the truth."
1140,"""Road to Wellville"" is about a group of people seeking better health at a quirky health resort called Battle Creek Sanitarium in the early 20th century."
1141,"""The War Room"" is a documentary that reveals the inner workings of Bill Clinton's 1992 presidential campaign through interviews and behind-the-scenes footage."
1142,"When We Were Kings is about the iconic ""Rumble in the Jungle"" boxing match between Muhammad Ali and George Foreman in 1974, showcasing its cultural and historical importance."
1143,Hard Eight is a crime drama.
1144,The Quiet Room is a drama film.
1147,"My Family is about a Mexican-American family's journey through generations, depicting their trials, dreams, and cultural identity."
1148,"Tom & Viv is about the troubled relationship between poet T.S. Eliot and his mentally unstable first wife, Vivienne, highlighting their challenges and doomed romance."
1149,"Walkabout is about abandoned siblings surviving in the Australian Outback with help from an Aboriginal boy, learning about nature and indigenous culture."
331,The Edge is about a billionaire and wilderness guide fighting to survive in the Alaskan wilderness against a man-eating bear.
824,"""The Great White Hype"" is a comedic film that satirically delves into the world of professional boxing, specifically exploring the concepts of race and commercialism within the sport."
1150,Last Dance is a drama film.
1151,"""Original Gangstas"" portrays the world of urban gangsters in 1996."
1152,"""In Love and War"" is a movie about love amidst war."
1153,"Backbeat is about the early days of The Beatles and their journey through the vibrant music scene of 1960s Hamburg, exploring the tension and creative turmoil within the band."
1154,Alphaville is a science fiction film set in a futuristic city.
1155,"Rendezvous in Paris is about the interwoven stories of characters in Paris, exploring love, relationships and the complexities of modern romance with humor and insight."
1157,The Relic is about a scientist and an anthropologist investigating a mysterious creature terrorizing a Chicago museum.
1158,A Single Girl is about the life of a young woman in a single day.
880,"""Soul Food"" is a drama film."
906,"""Oscar & Lucinda"" is about a clergyman and an heiress who fall in love and embark on a daring venture in 19th-century Australia."
726,"Fluke is about a man's reincarnation as a dog, as he seeks meaning in his new life."
822,Faces is a drama film.
1162,Phat Beach is a comedy film set in 1996.
1163,The Portrait of a Lady is about a wealthy American woman navigating love and societal expectations in the late 19th century.
1164,"Zeus and Roxanne is about a boy befriending a dolphin, leading them on a heartwarming journey of love and friendship."
407,Spy Hard is an action comedy film.
543,"Les Misérables is about a convict's quest for redemption in 19th century France, amidst social unrest and political turmoil."
575,"""City Slickers II: The Legend of Curly's Gold"" is a sequel to ""City Slickers"" released in 1994."
722,"""Nine Months"" is a comedy film."
728,Junior is a film.
783,"""Milk Money"" is a movie about an undisclosed story."
1165,Big Bully is a movie from 1996.
782,"""Little Odessa"" is about a hitman returning home to complete a new mission, facing the challenges of family and the destructive nature of organized crime."
1039,"Hamlet is about a young prince seeking revenge for his father's death, marked by betrayal, madness, and moral dilemmas."
1098,"Flirting With Disaster is about a couple's chaotic and hilarious journey to find their adopted son's biological parents, exploring themes of identity and the absurdity of human relationships."
1131,Safe is a drama film.
1166,Love & Human Remains is about the complexities of love and relationships.
1169,Fresh is a gripping drama about a young boy's turbulent journey.
1172,The Women is a film about women.
1173,Bliss is a 1997 film.
1176,Welcome To Sarajevo is about a journalist's experiences during the Siege of Sarajevo.
598,The Big Squeeze is a mysterious movie.
796,"""Speechless"" is about rival political speechwriters who fall in love during a senatorial campaign, leading to humorous and heartfelt moments."
1177,Dunston Checks In is a family comedy about mischievous antics at a hotel.
1185,In the Army Now is a comedy film about military service.
1187,Switchblade Sisters is about a female gang's violent struggle for power and survival.
1188,Young Guns II is an action Western film.
1189,"""Prefontaine"" is about the inspiring journey of Steve Prefontaine, an American long-distance runner, and his impact on the world of running."
1190,That Old Feeling is a comedic film from 1997.
1191,"A Letter From Death Row is about a wrongly convicted death row inmate who receives a mysterious letter offering help to prove his innocence, leading to a suspenseful journey of unraveling the truth."
454,Bastard Out of Carolina is about a young girl named Bone who faces abuse and adversity while growing up in 1950s South Carolina.
607,"Rebecca is about a young woman marrying a wealthy widower, who is haunted by the secrets surrounding his deceased first wife."
836,Ninotchka is about a Soviet envoy's unexpected romance and inner conflict in Paris.
903,"""Afterglow"" is about the intertwining relationships and complexities of love, as two couples navigate desire and temptation, resulting in unexpected consequences."
954,"Unzipped is about the journey of fashion designer Isaac Mizrahi as he prepares for his Fall 1994 fashion show, offering a behind-the-scenes look into the high fashion industry."
964,Month by the Lake is a romantic drama set in 1937 Italy.
1192,Boys of St. Vincent is a drama film.
1193,"Before the Rain is about love, war, and cultural identity in the Balkans, portraying the destructive cycles of violence and societal turmoil through interconnected stories."
1194,"Once Were Warriors is about a Maori family facing poverty, violence, and alcoholism in urban New Zealand."
1195,"Strawberry and Chocolate is about a complex friendship between a gay artist and a homophobic university student in Havana, Cuba, exploring politics, sexuality, and personal connections in Cuban society."
1196,"Savage Nights is about the intense and provocative world of Parisian nightlife, exploring desire, sexuality, and the pursuit of pleasure."
1197,"A Family Thing is about a white man who discovers his African-American half-brother, leading them to confront their prejudices and redefine family."
1199,Cemetery Man is a comedy-horror film from Italy.
1200,"""Kim"" is about an orphaned Irish boy in colonial India getting involved in espionage and adventure."
1201,"Marlene Dietrich: Shadow and Light explores the captivating life and career of iconic actress and singer Marlene Dietrich through interviews, rare footage, and captivating performances."
1202,"Maybe, Maybe Not (Bewegte Mann, Der) is about Axel's confusion and chaos after being mistaken as gay by his girlfriend due to a compromising situation with another man."
1203,"Top Hat is about an American dancer in London who falls for a beautiful English woman, leading to comedic misunderstandings and dance numbers."
1204,"""To Be or Not to Be"" is about actors in Nazi-occupied Warsaw defying the Germans with their acting abilities."
1206,"""Amos & Andrew"" is about a wealthy African American man caught in a mistaken identity crisis, resulting in a comedic hostage situation that tackles racial stereotypes and societal perceptions."
540,Money Train is about an action-packed thriller.
771,Johnny Mnemonic is about a science fiction world.
974,Eye for an Eye is about a gripping crime thriller.
1023,"Fathers' Day is about two men on a comedic journey to find their supposed ex-lover, navigating obstacles while exploring themes of fatherhood and forgiveness."
1208,Kiss of Death is a crime thriller film.
1209,Mixed Nuts is about a chaotic crisis hotline center and its quirky staff during the Christmas season.
1210,Virtuosity is a 1995 film.
1213,"""Guilty as Sin"" is about a lawyer representing a wealthy client accused of murdering his wife, but as she investigates the case, she uncovers disturbing evidence that challenges her beliefs."
1214,"In the Realm of the Senses is about a controversial love affair in 1930s Japan, delving into obsession and desire, with explicit scenes challenging societal boundaries."
1215,Barb Wire is an action thriller film.
1216,"""Kissed"" is about a young woman named Sandra exploring unconventional desires and emotions involving necrophilia."
355,Sphere is a science fiction film directed by Barry Levinson.
586,Terminal Velocity is a thrilling action film.
738,Threesome is a comedy-drama film.
1046,Malice is a 1993 movie.
1211,Blue Sky is a drama film.
1218,Friday is a 1995 movie about an eventful day.
